,SMILES,set,SMILES_canonical,novel
575,O=C(Nc1ccc(N2CCOCC2)cc1OC(=O)CCN1CCCC1)NCCCCC(=O)Nc1ccc(Cl)cc1,prior,O=C(CCCCNC(=O)Nc1ccc(N2CCOCC2)cc1OC(=O)CCN1CCCC1)Nc1ccc(Cl)cc1,1
576,CN1CCN(C(=O)C(CC(=O)N[C@@H]([C@H](N)C)C(C)(C)C)CCN(C(C)=O)CC1)C(CCC(=O)O)Cc1ccc2ccccc2n1,prior,CC(=O)N1CCC(CC(=O)N[C@@H]([C@@H](C)N)C(C)(C)C)C(=O)N(C(CCC(=O)O)Cc2ccc3ccccc3n2)CCN(C)CC1,1
577,Cc1cnn(C2CCCC2(C(=O)O)C(=O)O)c1C(C)(C)C,prior,Cc1cnn(C2CCCC2(C(=O)O)C(=O)O)c1C(C)(C)C,1
578,Cc1nc(C)n(C(N)=O)c1C(=O)NC(C)=O,prior,CC(=O)NC(=O)c1c(C)nc(C)n1C(N)=O,1
579,O=C(O)C(=O)N1CCOc2ccc(Cl)cc21,prior,O=C(O)C(=O)N1CCOc2ccc(Cl)cc21,1
580,O=c1[nH]cc2[nH]c(=S)n(Cc3ccc(Cl)cc3)c2c1C,prior,Cc1c(=O)[nH]cc2[nH]c(=S)n(Cc3ccc(Cl)cc3)c12,1
581,CN(CCCCCCCCCCCCCCCCCCCCCCCNC(=O)[C@@H](N)CCC)C(=O)N1CCN(C(=O)CCC2CCCCC2)CC1,prior,CCC[C@H](N)C(=O)NCCCCCCCCCCCCCCCCCCCCCCCN(C)C(=O)N1CCN(C(=O)CCC2CCCCC2)CC1,1
582,COc1ccc(C(=O)N2CCCCC2)cc1C,prior,COc1ccc(C(=O)N2CCCCC2)cc1C,1
583,Cc1nn(-c2ncc3ccccc3n2)c2c1CN(Cc1cccs1)C2,prior,Cc1nn(-c2ncc3ccccc3n2)c2c1CN(Cc1cccs1)C2,1
585,COC(=O)Nc1nn[nH]n1,prior,COC(=O)Nc1nn[nH]n1,1
586,O=C(O)CNC(=O)N1CCc2oc(C(c3ccccc3)c3ccc(F)c(O)c3)cc2C1,prior,O=C(O)CNC(=O)N1CCc2oc(C(c3ccccc3)c3ccc(F)c(O)c3)cc2C1,1
587,O=C(COC(CCCCC(C)C)C(=O)c1ccc(Cl)cc1)NCc1ccc(C(=O)O)c(Cl)c1,prior,CC(C)CCCCC(OCC(=O)NCc1ccc(C(=O)O)c(Cl)c1)C(=O)c1ccc(Cl)cc1,1
588,O=C(CN1C2CCC1CC1=C(C(=O)C(=O)N)CNC12)N1c2ccccc2C1=O,prior,NC(=O)C(=O)C1=C2CC3CCC(C2NC1)N3CC(=O)N1C(=O)c2ccccc21,1
590,Cc1nn(Cc2ccccc2)o1,prior,Cc1nn(Cc2ccccc2)o1,1
591,O=C(Nc1ccc(F)cc1)c1ccccc1,prior,O=C(Nc1ccc(F)cc1)c1ccccc1,1
592,COc1ccc(CC(=O)OCCN2CCOCC2)cc1,prior,COc1ccc(CC(=O)OCCN2CCOCC2)cc1,1
593,O=C(Nc1ccc(Cl)cc1)Nc1ccccc1C(=O)Nc1ccc(Cl)cc1F,prior,O=C(Nc1ccc(Cl)cc1)Nc1ccccc1C(=O)Nc1ccc(Cl)cc1F,1
594,O=C(COC(c1ccccc1)N1CCCCC1=O)c1ccc(Cl)cc1,prior,O=C(COC(c1ccccc1)N1CCCCC1=O)c1ccc(Cl)cc1,1
596,O=C(C(=O)N1CCN(Cc2ccc(F)cc2)CC1)C(=O)N1CCCC1.Cl.Cl,prior,Cl.Cl.O=C(C(=O)N1CCCC1)C(=O)N1CCN(Cc2ccc(F)cc2)CC1,1
597,CC(=O)NC1CCN(Cc2ccc(F)cc2)CC1,prior,CC(=O)NC1CCN(Cc2ccc(F)cc2)CC1,1
598,COc1ccc(C2CCC(c3cccc(F)c3)C(=O)N2)cc1,prior,COc1ccc(C2CCC(c3cccc(F)c3)C(=O)N2)cc1,1
599,CCCCCc1c(CC(C)C)c(C(=O)OC)cc(C)n1,prior,CCCCCc1nc(C)cc(C(=O)OC)c1CC(C)C,1
600,CCCOC(=O)C1=CC(=O)CN1c1ccc(OCc2ccc(-c3cccc4sccc34)cc2)cc1,prior,CCCOC(=O)C1=CC(=O)CN1c1ccc(OCc2ccc(-c3cccc4sccc34)cc2)cc1,1
601,CC(=O)Nc1cccc(-c2ccsc2)c1,prior,CC(=O)Nc1cccc(-c2ccsc2)c1,1
603,N#Cc1ccc(Cl)s1,prior,N#Cc1ccc(Cl)s1,1
605,COC(=O)Nc1c(C)cc(Nc2ncc(-c3ccc(Cl)cc3F)o2)cc1,prior,COC(=O)Nc1ccc(Nc2ncc(-c3ccc(Cl)cc3F)o2)cc1C,1
606,O=C1CC(C(=O)C23CCC(C2)C(=O)O3)NC(=O)N1CCc1ccc(Cl)cc1,prior,O=C1OC2(C(=O)C3CC(=O)N(CCc4ccc(Cl)cc4)C(=O)N3)CCC1C2,1
608,O=C(Nc1ccccc1)c1ccc(CNC(C)C)cc1,prior,CC(C)NCc1ccc(C(=O)Nc2ccccc2)cc1,1
609,COc1cc(-c2nc(Nc3ccc(Cl)cc3)no2)cnc1O,prior,COc1cc(-c2nc(Nc3ccc(Cl)cc3)no2)cnc1O,1
610,O=C1CN2CCc3ccccc3S2C1=NCc1ccccc1,prior,O=C1CN2CCc3ccccc3[SH]2C1=NCc1ccccc1,1
611,CN(CCc1ccc(F)cc1)c1ccc(O)c(OCC(=O)c2c(F)cccc2Br)c1,prior,CN(CCc1ccc(F)cc1)c1ccc(O)c(OCC(=O)c2c(F)cccc2Br)c1,1
614,CC1(C)CC(OCC(=O)c2cc(Cl)ccc2C)CCC1,prior,Cc1ccc(Cl)cc1C(=O)COC1CCCC(C)(C)C1,1
615,C[C@@H]1[C@@H]2CN(c3ccccc3)C(N)=N[C@H]12,prior,C[C@@H]1[C@@H]2CN(c3ccccc3)C(N)=N[C@H]12,1
616,CN(C)CCCCCNC(=O)[C@@H](NC(=O)N[C@H](CCCCC)NC(=O)c1ccc(F)cc1Cl)C(=O)NCCCOCc1ccccc1,prior,CCCCC[C@@H](NC(=O)N[C@H](C(=O)NCCCCCN(C)C)C(=O)NCCCOCc1ccccc1)NC(=O)c1ccc(F)cc1Cl,1
617,CCCN1C(=O)c2cccc(C(=O)O)c2CC(=O)N1,prior,CCCN1NC(=O)Cc2c(C(=O)O)cccc2C1=O,1
618,CC1(C)CC(Nc2nn[nH]n2)C1,prior,CC1(C)CC(Nc2nn[nH]n2)C1,1
619,O=C(OCC1CNCCC1)N1CCCN(C(=O)c2cc(F)cc(F)c2)CC1,prior,O=C(OCC1CCCNC1)N1CCCN(C(=O)c2cc(F)cc(F)c2)CC1,1
620,Cc1cc(Nc2sccc2NC(=O)c2ccsc2)nc2cc(-c3ccc(-c4ccccc4)cc3)oc12,prior,Cc1cc(Nc2sccc2NC(=O)c2ccsc2)nc2cc(-c3ccc(-c4ccccc4)cc3)oc12,1
622,CC1(C)CCN2C(=O)[C@]3(C)[C@@H](OC(=O)C[C@H](c4ccc(OC)cc4)[C@H](OC(=O)CC)CCC[C@@]3(C)CC2)CC1,prior,CCC(=O)O[C@@H]1CCC[C@@]2(C)CCN3CCC(C)(C)CC[C@H](OC(=O)C[C@@H]1c1ccc(OC)cc1)[C@@]2(C)C3=O,1
623,CC(=O)Nc1cccnc1OCC1CN(C(=O)CNc2c3ccccc3cc3ccccc32)CC1,prior,CC(=O)Nc1cccnc1OCC1CCN(C(=O)CNc2c3ccccc3cc3ccccc23)C1,1
624,CCN(Cc1nn(-c2ccsc2)c(=O)[nH]1)c1ccncc1C(=O)O,prior,CCN(Cc1nn(-c2ccsc2)c(=O)[nH]1)c1ccncc1C(=O)O,1
625,Cc1cccc(-c2nn(C)cc2O)n1,prior,Cc1cccc(-c2nn(C)cc2O)n1,1
626,COc1ccc(CC2CCCCN2c2cccnc2C)cc1,prior,COc1ccc(CC2CCCCN2c2cccnc2C)cc1,1
627,CC1(C(=O)Nc2ccccc2OC(=O)NCC2CCN(CCc3ccccc3)CC2)C(=O)N1c1ccc(-c2ccc(O)cc2)cc1,prior,CC1(C(=O)Nc2ccccc2OC(=O)NCC2CCN(CCc3ccccc3)CC2)C(=O)N1c1ccc(-c2ccc(O)cc2)cc1,1
628,CCC(O)C(F)(F)C(=O)N1CCN(Cc2ccc(Cl)cc2)CC1,prior,CCC(O)C(F)(F)C(=O)N1CCN(Cc2ccc(Cl)cc2)CC1,1
630,Cc1nncn1CCc1cccnc1,prior,Cc1nncn1CCc1cccnc1,1
631,CC(CCNc1c(O)cc(OCc2ccc(Cl)cc2)o1)n1c(-c2ccccc2)nc2cc(Cl)c(Cl)cc21,prior,CC(CCNc1oc(OCc2ccc(Cl)cc2)cc1O)n1c(-c2ccccc2)nc2cc(Cl)c(Cl)cc21,1
633,CCCC(=O)N[C@H]1CC[C@@H]2CC[C@H]2C(=O)N1CCCCCOc1ccc(NC(=O)c2ccccc2)cc1,prior,CCCC(=O)N[C@H]1CC[C@@H]2CC[C@H]2C(=O)N1CCCCCOc1ccc(NC(=O)c2ccccc2)cc1,1
636,CCOC(=O)c1cc(O)c(O)c(OC(=O)C(C)(C)C)c1Cl,prior,CCOC(=O)c1cc(O)c(O)c(OC(=O)C(C)(C)C)c1Cl,1
637,COc1cccc(CNC(=O)C(=O)c2c(F)ccc(Cl)c2)c1C,prior,COc1cccc(CNC(=O)C(=O)c2cc(Cl)ccc2F)c1C,1
638,CCCOC(=O)COc1ccccc1C(=O)Nc1ccccc1,prior,CCCOC(=O)COc1ccccc1C(=O)Nc1ccccc1,1
640,Cc1cc(C)cc(-c2cc(NCCC(C)(C)C)nn(C)c2=O)c1F,prior,Cc1cc(C)c(F)c(-c2cc(NCCC(C)(C)C)nn(C)c2=O)c1,1
641,CO[C@@]1(CC(C)C)CNC[C@@H]1C(=O)Nc1ccc2c(c1)CCCN1CCN(c3ccc(OC(F)(F)F)cc3F)CC21.Cl,prior,CO[C@@]1(CC(C)C)CNC[C@@H]1C(=O)Nc1ccc2c(c1)CCCN1CCN(c3ccc(OC(F)(F)F)cc3F)CC21.Cl,1
642,N=C(N)OCC(O)c1cc(OS(=O)(=O)N2CCN(C)CC2)c(F)cc1F,prior,CN1CCN(S(=O)(=O)Oc2cc(C(O)COC(=N)N)c(F)cc2F)CC1,1
643,CCOC(=O)CNC(=O)C12CCCC(CCN(Cc3ccccc3)CC1)C2,prior,CCOC(=O)CNC(=O)C12CCCC(CCN(Cc3ccccc3)CC1)C2,1
644,CCN1CCN(CCCCN(C(=O)CN(C)c2ccc(F)cc2)CCNC(=O)CN)C1,prior,CCN1CCN(CCCCN(CCNC(=O)CN)C(=O)CN(C)c2ccc(F)cc2)C1,1
645,N#Cc1cccc(-c2cncc(N)n2)c1,prior,N#Cc1cccc(-c2cncc(N)n2)c1,1
647,O=C(CCCCCCc1ccccc1)N(C)c1ccccc1,prior,CN(C(=O)CCCCCCc1ccccc1)c1ccccc1,1
648,CCOC(=O)c1cc(N2C(=O)c3ccccc3CC2=O)cc(-c2ccc(C(=O)Oc3ccco3)c(O)c2)c1,prior,CCOC(=O)c1cc(-c2ccc(C(=O)Oc3ccco3)c(O)c2)cc(N2C(=O)Cc3ccccc3C2=O)c1,1
651,CCCNC(=O)NC(=O)c1cc(C#N)c(Cl)c(C)c1,prior,CCCNC(=O)NC(=O)c1cc(C)c(Cl)c(C#N)c1,1
652,CN1CCN(C(=O)C2CCC(C)C2)C(c2ccccn2)C1,prior,CC1CCC(C(=O)N2CCN(C)CC2c2ccccn2)C1,1
654,CCN(CC)c1ncc(C(=O)O)c(-c2ccc(-c3nnc(C)n3C)c(C)c2)c1,prior,CCN(CC)c1cc(-c2ccc(-c3nnc(C)n3C)c(C)c2)c(C(=O)O)cn1,1
655,CC(=O)N1CCN(c2ncnc(-c3cccc(Cl)c3)n2)CC1,prior,CC(=O)N1CCN(c2ncnc(-c3cccc(Cl)c3)n2)CC1,1
656,CCN1C(=O)/C(=C\N=C/c2cccs2)C(=O)N1c1ccccc1,prior,CCN1C(=O)/C(=C\N=C/c2cccs2)C(=O)N1c1ccccc1,1
657,CN1C[C@H](NC(=O)[C@@H](C)NC(=O)C2(Cl)CN(C(=O)c3cccc(N4CCNCC4)c3)CC2)CC1,prior,C[C@@H](NC(=O)C1(Cl)CCN(C(=O)c2cccc(N3CCNCC3)c2)C1)C(=O)N[C@@H]1CCN(C)C1,1
658,O=C(O)C1CC(C(C)Oc2ccccc2)NC1=O.[Br-],prior,CC(Oc1ccccc1)C1CC(C(=O)O)C(=O)N1.[Br-],1
659,Fc1ccc2c(c1)C(=O)c1ccccc1NC2=O,prior,O=c1[nH]c2ccccc2c(=O)c2cc(F)ccc12,1
660,CC(=O)NCc1ccc(Cl)cc1Cl,prior,CC(=O)NCc1ccc(Cl)cc1Cl,1
662,O=C(NC1CCN(Cc2ccc(C(=S)Nc3cccc4c(Cl)cccc34)cc2)CC1)c1ccccc1,prior,O=C(NC1CCN(Cc2ccc(C(=S)Nc3cccc4c(Cl)cccc34)cc2)CC1)c1ccccc1,1
663,CO/N=C\c1ccc(-c2cc(CN3C(=O)CCCC3)nc(Nc3ccccc3)n2)cc1,prior,CO/N=C\c1ccc(-c2cc(CN3CCCCC3=O)nc(Nc3ccccc3)n2)cc1,1
664,CC(C)(C)C(=O)Nc1ccc(O)cc1,prior,CC(C)(C)C(=O)Nc1ccc(O)cc1,1
665,CC(C)(C)[C@H](CCNc1nc(-c2cccc(Cl)c2)nn1C(=O)c1ccccc1)C(=O)[O-],prior,CC(C)(C)[C@H](CCNc1nc(-c2cccc(Cl)c2)nn1C(=O)c1ccccc1)C(=O)[O-],1
667,CCCCCCCCCCCC[n+]1cccc(C)c1CCCCO[C@H]1C[C@@H](c2ccccc2)CCN1C(=O)CCN1CCCCC1,prior,CCCCCCCCCCCC[n+]1cccc(C)c1CCCCO[C@H]1C[C@@H](c2ccccc2)CCN1C(=O)CCN1CCCCC1,1
668,COc1ccc(S(=O)(=O)N(c2ccccc2)c2ncccn2)cc1,prior,COc1ccc(S(=O)(=O)N(c2ccccc2)c2ncccn2)cc1,1
669,CCNc1nc(C(=O)CCC(=O)NCCC(C)C)c2ccccc2n1,prior,CCNc1nc(C(=O)CCC(=O)NCCC(C)C)c2ccccc2n1,1
670,CC(C)c1cc(-c2ccncc2)cnn1,prior,CC(C)c1cc(-c2ccncc2)cnn1,1
671,COC(=O)c1ccc2nc(CN3CCN(C)CC3)ncc2c1,prior,COC(=O)c1ccc2nc(CN3CCN(C)CC3)ncc2c1,1
672,CCCCCCCCCCCCCCCCCCCCCCCOc1ccc(C(=O)O)cc1,prior,CCCCCCCCCCCCCCCCCCCCCCCOc1ccc(C(=O)O)cc1,1
673,O=C(Nc1ccc(-c2ccc(NC(=O)Nc3cc(Cl)cc(C(=O)O)c3)cc2)c(Cl)c1)NCCNC1CCNCC1,prior,O=C(NCCNC1CCNCC1)Nc1ccc(-c2ccc(NC(=O)Nc3cc(Cl)cc(C(=O)O)c3)cc2)c(Cl)c1,1
674,COc1cccc(-c2noc(C)c2Nc2ccc(NC(C)=O)cc2)c1,prior,COc1cccc(-c2noc(C)c2Nc2ccc(NC(C)=O)cc2)c1,1
676,O=C(O)COC(=O)c1c(O)ccc(O)c1O,prior,O=C(O)COC(=O)c1c(O)ccc(O)c1O,1
678,Cc1cc2c(cn1)OCCCC2,prior,Cc1cc2c(cn1)OCCCC2,1
679,CCOC(=O)CCCCOCCNC(C)C,prior,CCOC(=O)CCCCOCCNC(C)C,1
680,NC(=O)CCCCCCCCC(=O)O.COc1ncc(Nc2cccc(-n3cc(C#N)cn3)c2)nc1O,prior,COc1ncc(Nc2cccc(-n3cc(C#N)cn3)c2)nc1O.NC(=O)CCCCCCCCC(=O)O,1
682,Cc1ccc(C)c(Sc2ccc(CCN(C)C)c(-c3ccccc3F)c2)c1,prior,Cc1ccc(C)c(Sc2ccc(CCN(C)C)c(-c3ccccc3F)c2)c1,1
684,CNc1nc(C(=O)O)cnc1-c1nc2ccccc2c(=O)n1[C@@H]1CC(C(=O)N2CCC(CC)CC2)c2ccccc21,prior,CCC1CCN(C(=O)C2C[C@@H](n3c(-c4ncc(C(=O)O)nc4NC)nc4ccccc4c3=O)c3ccccc32)CC1,1
685,CC(C)Cc1ccc(C(N(C)C)NC(=O)Nc2ccccc2)nc1,prior,CC(C)Cc1ccc(C(NC(=O)Nc2ccccc2)N(C)C)nc1,1
687,O=C(COc1ccccc1Cl)C(F)(F)F,prior,O=C(COc1ccccc1Cl)C(F)(F)F,1
688,Cc1c(CN)cn(C)c1S(=O)(=O)N[C@@H](Cc1ccc(Oc2ccccc2)cn1)C(=O)NO,prior,Cc1c(CN)cn(C)c1S(=O)(=O)N[C@@H](Cc1ccc(Oc2ccccc2)cn1)C(=O)NO,1
690,COCc1cc2c(cc1N)c(C)c1n(c2=O)[C@@H]1COc1ccc(O)cc1,prior,COCc1cc2c(=O)n3c(c(C)c2cc1N)[C@H]3COc1ccc(O)cc1,1
691,C[N+](C)(CCC)c1nc2ccc(F)cc2nc1-c1ccccc1C,prior,CCC[N+](C)(C)c1nc2ccc(F)cc2nc1-c1ccccc1C,1
692,Cc1cc(CCC(F)(F)F)c(NC(=O)C(=O)NCc2cccc(C)c2)cc1,prior,Cc1cccc(CNC(=O)C(=O)Nc2ccc(C)cc2CCC(F)(F)F)c1,1
693,COc1cccc2c(N)c3ccccc3oc2c1OCCCCCCCCCCC(=O)O,prior,COC1=CC=CC2=C(N)c3ccccc3OC2=C1OCCCCCCCCCCC(=O)O,1
694,CN(C)C1CC2C(NC3(CC(=O)N4CCCC3)CC4=O)NC(c3ccc(NCC(=O)O)c(Br)c3)N21,prior,CN(C)C1CC2C(NC34CCCCN(C(=O)C3)C(=O)C4)NC(c3ccc(NCC(=O)O)c(Br)c3)N21,1
695,OC[C@@H]1CC(Nc2ccc(C(N)=O)cc2)C1C(C)C,prior,CC(C)C1C(Nc2ccc(C(N)=O)cc2)C[C@H]1CO,1
696,Nc1c(OCc2ccccc2)nc(N)c2ccc(C(=O)O)cc12,prior,Nc1nc(OCc2ccccc2)c(N)c2cc(C(=O)O)ccc12,1
697,Cc1cc(Cl)cc(S(=O)(=O)N2CCCC2=O)c1,prior,Cc1cc(Cl)cc(S(=O)(=O)N2CCCC2=O)c1,1
698,CCCCNC(=O)C1C(=O)OC(c2ccccc2)c2ccccc21,prior,CCCCNC(=O)C1C(=O)OC(c2ccccc2)c2ccccc21,1
699,CN1CC[C@@H](C(=O)Nc2ccc(OCc3cccc(Cl)c3)nc2)CC1,prior,CN1CCC(C(=O)Nc2ccc(OCc3cccc(Cl)c3)nc2)CC1,1
700,CCOC(=O)NC[C@H]1COC[C@H]2CCCC2(Cc2cc(F)ccc2)C[C@@H]1C,prior,CCOC(=O)NC[C@H]1COC[C@H]2CCCC2(Cc2cccc(F)c2)C[C@@H]1C,1
701,COCC(CC)[C@@H]1C(=O)[C@@H]2O[C@@H](n3ccnc3)[C@]3(C(=O)Nc4sccc43)[C@H]3N(c4cccc(CCO)c4)cnc3c12,prior,CCC(COC)[C@@H]1C(=O)[C@@H]2O[C@@H](n3ccnc3)[C@]3(C(=O)Nc4sccc43)[C@@H]3C(=C12)N=CN3c1cccc(CCO)c1,1
703,CN1C(=O)c2ccccc2C(=O)C(C)(C)N1C,prior,CN1C(=O)c2ccccc2C(=O)C(C)(C)N1C,1
704,COc1ccc(-c2nsc(NC(=O)/C=C/c3ccccc3)c2N)cc1,prior,COc1ccc(-c2nsc(NC(=O)/C=C/c3ccccc3)c2N)cc1,1
705,COc1cc(C(F)(F)F)nc(C)n1,prior,COc1cc(C(F)(F)F)nc(C)n1,1
706,COCCOCCOc1ccc(-n2nnc3ccccc32)cc1OC,prior,COCCOCCOc1ccc(-n2nnc3ccccc32)cc1OC,1
708,CCCCCCCCCCCNC(=O)OCCCCCNC(=O)CC12CCC(C)(N2CCC(C(=O)O)C1)C(=O)N1CCCCC1,prior,CCCCCCCCCCCNC(=O)OCCCCCNC(=O)CC12CCC(C)(C(=O)N3CCCCC3)N1CCC(C(=O)O)C2,1
709,COCc1cc(-c2nncn2Cc2cc(F)ccc2)c(=O)n(CCC(=O)NO)n1,prior,COCc1cc(-c2nncn2Cc2cccc(F)c2)c(=O)n(CCC(=O)NO)n1,1
711,Nc1nc(-c2ccccc2)cc(Nc2ccc(OS)cc2)n1,prior,Nc1nc(Nc2ccc(OS)cc2)cc(-c2ccccc2)n1,1
713,COc1ccc(N(c2ccc(Cl)cc2)C(=O)NCc2ccccc2)c(OC)c1,prior,COc1ccc(N(C(=O)NCc2ccccc2)c2ccc(Cl)cc2)c(OC)c1,1
715,CCCCNC(=O)c1cccc(-c2cccs2)c1,prior,CCCCNC(=O)c1cccc(-c2cccs2)c1,1
716,O=[N+]([O-])c1ccc(C(=O)N2CCN(C(=O)N3CCN(c4ccccc4)CC3)CC2)cc1,prior,O=C(c1ccc([N+](=O)[O-])cc1)N1CCN(C(=O)N2CCN(c3ccccc3)CC2)CC1,1
717,CCC(=O)N(C)CCCNC(=O)CCCCN1CCN(C(=O)c2nnnn2CCC(F)(F)F)CC1,prior,CCC(=O)N(C)CCCNC(=O)CCCCN1CCN(C(=O)c2nnnn2CCC(F)(F)F)CC1,1
718,COc1cc2[nH]ccc(=O)c2c(OC)c1,prior,COc1cc(OC)c2c(=O)cc[nH]c2c1,1
719,CCCN(CC)CC(=O)N1CCN(CC(C(F)(F)F)C(F)(F)c2n[nH]c3ccccc23)CC1,prior,CCCN(CC)CC(=O)N1CCN(CC(C(F)(F)F)C(F)(F)c2n[nH]c3ccccc23)CC1,1
720,NC(=O)CCN(CCc1ccccc1)C(=O)NC1CN(C)CC1,prior,CN1CCC(NC(=O)N(CCC(N)=O)CCc2ccccc2)C1,1
721,CC(=O)N[C@H](Cc1ccc2c(c1)OCO2)[C@@H]1COc2cc(OC)cc(OC)c2O1,prior,COc1cc(OC)c2c(c1)OC[C@@H]([C@@H](Cc1ccc3c(c1)OCO3)NC(C)=O)O2,1
722,O=C(c1ccccc1)C1CC(=O)N(c2ccc(C(=O)NCc3ccccc3)cc2C(=O)Nc2ccccc2Cl)C1,prior,O=C(NCc1ccccc1)c1ccc(N2CC(C(=O)c3ccccc3)CC2=O)c(C(=O)Nc2ccccc2Cl)c1,1
723,Cc1ccc(-c2cccc(Cl)c2)c(NC2CCCCCC2)c1,prior,Cc1ccc(-c2cccc(Cl)c2)c(NC2CCCCCC2)c1,1
724,COCCOCCN1CCN(c2ccc3ccccc3c2)CC1.S=C(\C)CCOC(=O)c1cc(-c2c(Cl)cccc2Cl)c(OC)cc1OC,prior,COCCOCCN1CCN(c2ccc3ccccc3c2)CC1.COc1cc(OC)c(-c2c(Cl)cccc2Cl)cc1C(=O)OCCC(C)=S,1
725,CCNC(=O)NCCC1=CC(C)(C)CC1(C)C,prior,CCNC(=O)NCCC1=CC(C)(C)CC1(C)C,1
726,CCCC(N)C(=O)N[C@@H]1CCC[C@@H]1CN1CCN(C(=O)c2ccccn2)CC1,prior,CCCC(N)C(=O)N[C@@H]1CCC[C@@H]1CN1CCN(C(=O)c2ccccn2)CC1,1
727,COc1cccc(C(=O)Nc2ccc(Cl)cc2)c1.[Ca+],prior,COc1cccc(C(=O)Nc2ccc(Cl)cc2)c1.[Ca+],1
728,Cc1c(-c2ccccn2)nc(-c2ccccc2)[nH]c1=O,prior,Cc1c(-c2ccccn2)nc(-c2ccccc2)[nH]c1=O,1
729,N#Cc1cccc(NC(=O)c2ccccc2)c1C(C)C,prior,CC(C)c1c(C#N)cccc1NC(=O)c1ccccc1,1
730,CCCCCCCCCCCCCCCNC(=O)COC(=O)[C@]1(C)CC[C@](C)(C)CC1,prior,CCCCCCCCCCCCCCCNC(=O)COC(=O)C1(C)CCC(C)(C)CC1,1
731,CC(C)(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(C)cc1,prior,Cc1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)C(C)(C)C)cc1,1
732,COC(=O)C1(C(=O)OC)[C@H]2C[C@H](O)C(=O)[C@@H](CCC(C)C)CC[C@@]2(C)C(=O)O1,prior,COC(=O)C1(C(=O)OC)OC(=O)[C@]2(C)CC[C@H](CCC(C)C)C(=O)[C@@H](O)C[C@H]12,1
736,O=C(O)COC(=O)Nc1ccc(N2CCC(c3ccc(Cl)cc3)CC2)sc1=O,prior,O=C(O)COC(=O)Nc1ccc(N2CCC(c3ccc(Cl)cc3)CC2)sc1=O,1
737,CCOC(=O)COC(=O)C1=NN(SC(=O)c2ccc(C)cc2)C2CCC12,prior,CCOC(=O)COC(=O)C1=NN(SC(=O)c2ccc(C)cc2)C2CCC12,1
738,CCCCCc1nc(N)nc(O)c1C,prior,CCCCCc1nc(N)nc(O)c1C,1
739,O=C1Cc2ccccc2C1=O,prior,O=C1Cc2ccccc2C1=O,1
740,Nc1n[nH]c2c1OCN(c1ccc(-c3ccccc3)nc1)CC2,prior,Nc1n[nH]c2c1OCN(c1ccc(-c3ccccc3)nc1)CC2,1
742,O=C(O/C=C/c1cccc(C(=O)O)c1)NCCCN1CCC(C)CC1,prior,CC1CCN(CCCNC(=O)O/C=C/c2cccc(C(=O)O)c2)CC1,1
743,CCCCCCCCCCCCNC(=O)C1CC(N(Cc2ccc(Cl)cc2)C)CC1,prior,CCCCCCCCCCCCNC(=O)C1CCC(N(C)Cc2ccc(Cl)cc2)C1,1
744,CC(=O)Oc1ccccc1C(=O)O.Cl,prior,CC(=O)Oc1ccccc1C(=O)O.Cl,1
745,CC1CCCN(C(=O)CC(=O)Nc2ccccc2)CC1,prior,CC1CCCN(C(=O)CC(=O)Nc2ccccc2)CC1,1
746,FC(=O)c1ccc(-c2ccn([C@@H]3CCN(C(=O)CNC(=O)CNC(=O)C(C(N)=O)C3)c3ccccc3)c2)c(C(=O)Nc2ccc(O)cc2)c1.[Br-],prior,NC(=O)C1C[C@H](n2ccc(-c3ccc(C(=O)F)cc3C(=O)Nc3ccc(O)cc3)c2)CCN(c2ccccc2)C(=O)CNC(=O)CNC1=O.[Br-],1
748,CCOC(=O)C(C)(c1ccccc1)c1ncc(-c2ccccc2)s1,prior,CCOC(=O)C(C)(c1ccccc1)c1ncc(-c2ccccc2)s1,1
750,Fc1cc(Cl)cc(COC(=O)C2CCN(C)C(=O)N2)c1,prior,CN1CCC(C(=O)OCc2cc(F)cc(Cl)c2)NC1=O,1
751,O=C1N=C(c2ccccc2)c2c(C(N)=O)cc(Cl)cc21,prior,NC(=O)c1cc(Cl)cc2c1C(c1ccccc1)=NC2=O,1
752,OC(COc1ccccc1Cl)N1CCC(C(N)=O)CC1,prior,NC(=O)C1CCN(C(O)COc2ccccc2Cl)CC1,1
754,O=C(c1cc2cc(F)cc(F)c2c(C(N)=O)c1)c1ccc(-c2ccccc2)cc1,prior,NC(=O)c1cc(C(=O)c2ccc(-c3ccccc3)cc2)cc2cc(F)cc(F)c12,1
755,CN(C)c1ccc(CCCCNC(=O)Nc2nccn2-c2ccccc2)cc1,prior,CN(C)c1ccc(CCCCNC(=O)Nc2nccn2-c2ccccc2)cc1,1
756,COc1ccc(C2CCCCN(c3cccc(C(=O)O)c3)CC2)cc1,prior,COc1ccc(C2CCCCN(c3cccc(C(=O)O)c3)CC2)cc1,1
757,CN(C)CC(C)(C)NC(=O)CC(=O)Nc1cccc(NC(=O)C2=C(C)OCc3ccccc32)c1,prior,CC1=C(C(=O)Nc2cccc(NC(=O)CC(=O)NC(C)(C)CN(C)C)c2)c2ccccc2CO1,1
